"Timestamp","How much did you LIKE the previous page? (Be honest!)","How SURPRISING did the statistics feel to you? (regardless if you dis/liked the presentation style)","From 1910–2015, what was the % change in extreme poverty? (if decrease, type negative number)","From 1990–2016, what was the % change in air particle pollution? (if decrease, type negative number)","In 2016, what % of deaths were from homicide + war + terrorism combined?","In 2016, what % of world had at least one mental/substance disorder?","In 2016, what % of deaths were from heart disease?","From 1986–2014, what was the % change in nuclear warheads? (if decrease, type negative number)","From 1990–2016, what was the % change in the suicide death rate? (if decrease, type negative number)","In 2015, what % of people lived in a democracy?","From 1950–2015, what was the % change in the world's fertility rate? (if decrease, type negative number)","From 1959–2016, what was the % change in CO2 emissions? (if decrease, type negative number)","What's your age? (OPTIONAL)","What's your gender? (OPTIONAL)","What's the highest level of academic schooling you've completed so far? (OPTIONAL)"
"2019/01/15 10:43:16 PM EST","8","8","-84","30","1","15","32","80","-30","54","-30","300","32","Male","Master's degree"
"2019/01/15 10:56:13 PM EST","6","1","50","25","1","10","32","92","-33","32","50","25","","","Master's degree"
"2019/01/16 12:51:19 AM EST","8","3","-88","300","1","15","15","88","15","70","50","302","36","male","PhD or other advanced professional degree"
"2019/01/16 1:48:21 AM EST","5","3","-58","26","1","15","32","-84","35","56","-51","308","40","male","4-year college degree (Bachelor's)"
"2019/01/16 1:56:22 AM EST","7","5","-15","25","1","25","32","-32","-20","55","-15","332","17","male","High school/Secondary school/GED"
"2019/01/16 2:22:02 AM EST","5","6","-82","25","1","30","32","-82","-32","52","-30","50","34","male","Master's degree"
"2019/01/16 2:48:30 AM EST","3","4","-80","25","1","15","32","-83","-33","53","-54","302","29","m","Master's degree"
"2019/01/16 3:10:51 AM EST","9","3","-1","30","","15","25","-30","-30","56","-50","300","72","M","PhD or other advanced professional degree"
"2019/01/16 3:25:54 AM EST","7","8","-88","50","1","15","33","-80","-30","53","-30","60","53","m",""
"2019/01/16 3:31:10 AM EST","8","6","-65","26","1","36","36","-86","46","33","1","308","57","male","4-year college degree (Bachelor's)"
"2019/01/16 3:34:20 AM EST","5","2","-88","25","1","15","32","-64","-32","56","-50","300","30","female","Master's degree"
"2019/01/16 3:45:27 AM EST","1","5","10","54","1","32","-20","50","33","60","51","302","25","male","Master's degree"
"2019/01/16 4:44:49 AM EST","7","4","-50","302","125","15","-30","-45","-26","52","-12","25","61","Female","PhD or other advanced professional degree"
"2019/01/16 5:15:01 AM EST","7","6","-15","300","1","15","33","-60","-60","56","-33","360","20","Male","High school/Secondary school/GED"
"2019/01/16 5:32:31 AM EST","7","3","-33","33","1","15","31","-84","-40","56","-51","302","21","male","High school/Secondary school/GED"
"2019/01/16 5:41:17 AM EST","4","5","1","25","1","15","32","80","29","56","51","302","56","w","PhD or other advanced professional degree"
"2019/01/16 6:24:24 AM EST","2","3","80","46","1","15","34","-50","-33","50","-50","300","33","Male","PhD or other advanced professional degree"
"2019/01/16 6:32:01 AM EST","7","3","-35","28","1","15","32","-84","-83","56","-51","302","32","female","Master's degree"
"2019/01/16 7:03:14 AM EST","5","5","-88","-35","1","15","-10","-30","-15","55","-50","-32","32","","None / Don't know / Rather not say"
"2019/01/16 7:28:00 AM EST","3","6","-88","30","1","15","32","-60","-33","63","-53","302","29","Female","Master's degree"
"2019/01/16 7:54:17 AM EST","8","7","88","25","1","32","32","84","33","56","51","302","36","Male","None / Don't know / Rather not say"
"2019/01/16 7:57:55 AM EST","7","4","-88","-20","1","10","33","-84","-33","56","-55","302","39","Male","PhD or other advanced professional degree"
"2019/01/16 8:39:02 AM EST","7","7","88","30","1.5","15","32","-90","-33","55","-80","302","32","M","PhD or other advanced professional degree"
"2019/01/16 9:11:41 AM EST","","5","-88","50","1","15","15","-8","-15","50","-50","80","35","Male","2-year college degree (Associate's)"
"2019/01/16 9:33:20 AM EST","8","7","-33","15","1","15","33","88","-32","56","-52","305","","","PhD or other advanced professional degree"
"2019/01/16 9:36:24 AM EST","6","3","-82","35","1","15","30","-84","-20","40","-53","50","22","male","High school/Secondary school/GED"
"2019/01/16 9:44:28 AM EST","8","5","-88","15","1","15","33","-36","-16","56","-51","88","51","m","4-year college degree (Bachelor's)"
"2019/01/16 10:26:13 AM EST","8","2","-88","25","1","15","32","-66","-23","56","-50","302","32","male","PhD or other advanced professional degree"
"2019/01/16 10:35:09 AM EST","4","7","-88","25","1","16","16","-82","-32","51","-51","60","22","Male","2-year college degree (Associate's)"
"2019/01/16 10:55:41 AM EST","3","8","88","50","1","2","20","84","20","56","-35","302","29","Female","4-year college degree (Bachelor's)"
"2019/01/16 11:02:03 AM EST","8","3","-84","200","1","16","33","-84","-50","52","-50","+300","60","Male","Master's degree"
"2019/01/16 11:12:23 AM EST","8","8","-80","302","1","20","30","-60","-30","60","50","302","","","None / Don't know / Rather not say"
"2019/01/16 11:12:58 AM EST","9","7","25","25","1","15","32","-32","36","56","-51","302","42","Male","Master's degree"
"2019/01/16 11:59:52 AM EST","4","6","30","-20","2","25","10","-88","-30","30","-2","-40","40","female","4-year college degree (Bachelor's)"
"2019/01/16 12:24:26 PM EST","6","6","-20","32","1","20","25","-80","-30","30","-30","40","36","M","Master's degree"
"2019/01/16 1:44:00 PM EST","10","8","56","318","1","15","32","88","15","53","68","318","33","Male","4-year college degree (Bachelor's)"
"2019/01/16 2:03:01 PM EST","6","5","-82","","1","32","32","34","","62","-51","54","32","","4-year college degree (Bachelor's)"
"2019/01/16 2:48:47 PM EST","8","4","-85","88","1","15","43","-84","20","58","-50","302","24","female","4-year college degree (Bachelor's)"
"2019/01/16 2:49:23 PM EST","4","3","-88","302","1","31","33","","33","57","-51","302","48","","PhD or other advanced professional degree"
"2019/01/16 2:49:37 PM EST","3","3","-10","25","1","20","20","-15","-33","53","-51","300","32","Male","Master's degree"
"2019/01/16 2:50:55 PM EST","4","4","-86","25","1","15","32","-67","-40","56","-51","25","28","Male","4-year college degree (Bachelor's)"
"2019/01/16 2:51:26 PM EST","3","2","-56","35","1","15","32","-40","10","54","-40","302","21","female","High school/Secondary school/GED"
"2019/01/16 2:51:26 PM EST","8","8","-88","15","1","12","32","-85","-85","52","-50","302","17","Male","High school/Secondary school/GED"
"2019/01/16 2:52:06 PM EST","9","8","0","25","1","13","33","-86","-33","53","-40","80","41","Male","2-year college degree (Associate's)"
"2019/01/16 2:52:37 PM EST","4","6","-88","51","1","15","","20","-33","","-40","81","25","Female","Master's degree"
"2019/01/16 2:52:38 PM EST","5","3","-88","32","1","16","32","-64","-33","56","-15","32","24","Female","4-year college degree (Bachelor's)"
"2019/01/16 2:54:23 PM EST","5","7","88","60","1","65","36","84","33","56","45","302","36","male","Master's degree"
"2019/01/16 2:54:23 PM EST","3","3","-88","25","1","15","32","-84","15","56","-54","302","36","Male","Master's degree"
"2019/01/16 2:55:42 PM EST","7","2","-82","90","1","15","33","-88","-33","56","-50","300","28","Male","PhD or other advanced professional degree"
"2019/01/16 2:58:10 PM EST","2","4","-15","400","1","15","32","-80","-15","52","-51","360","19","","High school/Secondary school/GED"
"2019/01/16 2:58:43 PM EST","2","5","-86","25","1","33","15","-80","-33","51","25","35","27","Queer","High school/Secondary school/GED"
"2019/01/16 2:59:45 PM EST","1","2","-50","30","2000000","1","30","-80","-20","51","-30","80","","","Master's degree"
"2019/01/16 2:59:47 PM EST","8","7","-30","25","3","15","16","-75","-33","50","-50","300","23","male","High school/Secondary school/GED"
"2019/01/16 3:00:19 PM EST","1","6","-88","34","1","15","32","-84","-51","68","-51","302","38","male","Master's degree"
"2019/01/16 3:03:03 PM EST","6","3","-84","25","1","16","35","-85","-20","56","-51","33","25","male","4-year college degree (Bachelor's)"
"2019/01/16 3:03:30 PM EST","8","5","-50","25","1","15","32","-84","-14","55","-20","300","40","Male","4-year college degree (Bachelor's)"
"2019/01/16 3:03:41 PM EST","4","8","-88","20","1","25","35","-80","-38","55","-58","50","36","Male","4-year college degree (Bachelor's)"
"2019/01/16 3:07:06 PM EST","6","3","-83","302","1","15","34","-88","-25","53","-50","302","45","M","High school/Secondary school/GED"
"2019/01/16 3:09:54 PM EST","10","7","-84","25","1","15","75","-84","-25","56","-51","54","35","female","PhD or other advanced professional degree"
"2019/01/16 3:13:09 PM EST","8","4","36","30","1","38","56","-88","-33","56","-31","302","18","","High school/Secondary school/GED"
"2019/01/16 3:13:31 PM EST","7","5","88","302","1","15","32","-50","15","52","-50","58","63","F","2-year college degree (Associate's)"
"2019/01/16 3:14:25 PM EST","9","3","-35","25","1","25","30","-15","-30","54","-50","300","25","Female","Master's degree"
"2019/01/16 3:15:02 PM EST","7","7","-88","100","1","45","30","-84","-55","55","-55","320","18","Female","High school/Secondary school/GED"
"2019/01/16 3:17:19 PM EST","4","5","-88","80","1","15","32","-80","20","55","-20","300","20","","High school/Secondary school/GED"
"2019/01/16 3:20:09 PM EST","3","6","30","25","1","15","36","-40","30","56","-60","300","21","female","4-year college degree (Bachelor's)"
"2019/01/16 3:22:13 PM EST","4","3","88","66","1","15","35","86","33","56","-55","302","16","female","Grade school/Primary school"
"2019/01/16 3:22:13 PM EST","9","4","-88","10","1","15","45","-85","-33","30","-15","105","24","agender","High school/Secondary school/GED"
"2019/01/16 3:23:25 PM EST","5","5","-90","30","1","15","30","-85","-30","50","-50","300","53","male","PhD or other advanced professional degree"
"2019/01/16 3:23:59 PM EST","7","8","88","33","1","15","15","-80","-33","58","-50","302","18","Male","High school/Secondary school/GED"
"2019/01/16 3:26:08 PM EST","6","2","80","10","1.5","15","31","32","-33","59","-2.5","32","54","male","PhD or other advanced professional degree"
"2019/01/16 3:26:45 PM EST","7","3","-50","40","1","15","34","-84","44","84","-51","302","37","m","PhD or other advanced professional degree"
"2019/01/16 3:27:54 PM EST","7","3","-80","15","1","15","25","25","-50","56","-56","300","21","Male","High school/Secondary school/GED"
"2019/01/16 3:29:34 PM EST","7","7","-88","87","1","15","32","-80","-20","56","-50","350","22","female","High school/Secondary school/GED"
"2019/01/16 3:30:28 PM EST","3","6","20","5","1","15","20","23","-33","30","56","33","21","Female ","High school/Secondary school/GED"
"2019/01/16 3:30:43 PM EST","1","7","-40","21","1","10","30","-80","-50","50","-51","302","26","Male","2-year college degree (Associate's)"
"2019/01/16 3:31:33 PM EST","10","7","-88","300",".071","15","34","-80","-38","52","-50","","68","female","Master's degree"
"2019/01/16 3:32:34 PM EST","8","2","-88","40","1","15","23","-84","-15","56","-51","320","27","Male","Master's degree"
"2019/01/16 3:33:35 PM EST","8","8","-88","25","1","15","36","-84","-30","56","-51","302","22","Male","Master's degree"
"2019/01/16 3:38:19 PM EST","7","8","64","60","1","15","60","-82","-33","52","-48","302","","Female (she/her)","High school/Secondary school/GED"
"2019/01/16 3:42:36 PM EST","8","4","","25","1","33","","-85","-33","50","","25","42","Male","4-year college degree (Bachelor's)"
"2019/01/16 3:44:17 PM EST","4","3","-88","25","1","33","33","-54","-33","56","-20","25","32","male","PhD or other advanced professional degree"
"2019/01/16 4:01:48 PM EST","10","10","-80","20","1","15","20","-32","-30","56","-88","300","26","Male","Master's degree"
"2019/01/16 4:06:05 PM EST","7","3","-88","32","1","15","32","-84","-33","53","-51","302","49","Female","4-year college degree (Bachelor's)"
"2019/01/16 4:11:47 PM EST","8","7","-80","15","1","15","30","-80","-30","51","-50","302","62","male","PhD or other advanced professional degree"
"2019/01/16 4:14:49 PM EST","5","4","-88","32","8","35","66","-80","66","65","65","302","21","Male","High school/Secondary school/GED"
"2019/01/16 4:14:59 PM EST","1","2","-80","25","1","15","15","86","-10","56","-50","300","20","Male","2-year college degree (Associate's)"
"2019/01/16 4:18:34 PM EST","7","2","-84","30","1","20","30","-80","-33","60","-50","302","35","M","4-year college degree (Bachelor's)"
"2019/01/16 4:27:56 PM EST","8","6","-80","0","1","15","33","-15","-12","56","-51","375","37","male","4-year college degree (Bachelor's)"
"2019/01/16 4:28:28 PM EST","1","5","-15","35","1","34","32","-88","-20","56","-80","25","42","Male","4-year college degree (Bachelor's)"
"2019/01/16 4:29:14 PM EST","7","3","-30","60","1","15","32","-84","-33","56","-50","302","23","Nonbinary","2-year college degree (Associate's)"
"2019/01/16 4:40:30 PM EST","4","3","-88","30","1","15","15","-80","-33","56","-54","308","36","M","PhD or other advanced professional degree"
"2019/01/16 4:52:51 PM EST","10","5","88","302","1","51","30","-33","31","51","55","300","37","Female ","Master's degree"
"2019/01/16 4:55:45 PM EST","7","4","-88","25","1","15","32","-84","-33","56","-35","302","36","Male","PhD or other advanced professional degree"
"2019/01/16 5:08:53 PM EST","8","8","-88","25","1","15","33","-80","-25","50","-50","300","22","Male","2-year college degree (Associate's)"
"2019/01/16 5:11:53 PM EST","6","7","-50","67","1","15","35","-403","-50","56","-56","403","19","Nonbinary",""
"2019/01/16 5:12:11 PM EST","4","7","-88","200","1","15","32","84","-6","55","-56","300","25","Male","2-year college degree (Associate's)"
"2019/01/16 5:15:44 PM EST","3","6","-86","32","1","15","16","-86","-20","56","-30","300","23","male","High school/Secondary school/GED"
"2019/01/16 5:21:38 PM EST","7","5","-88","25","1","15","32","-50","-50","50","-56","380","37","Male","High school/Secondary school/GED"
"2019/01/16 5:27:00 PM EST","7","4","-88","80","1","15","20","84","33","56","51","50","","",""
"2019/01/16 5:30:11 PM EST","6","6","-88","25","1","15","25","-23","15","56","-50","25","29","Male","Master's degree"
"2019/01/16 5:35:06 PM EST","3","7","-88","35","1","15","33","-86","-15","56","50","60","31","Male","4-year college degree (Bachelor's)"
"2019/01/16 5:35:49 PM EST","7","6","-50","15","1","15","51","-15","-15","82","-6","-302","53","female","4-year college degree (Bachelor's)"
"2019/01/16 5:38:24 PM EST","2","5","-80","25","1","15","33","-84","-33","55","-60","302","20","Woman","2-year college degree (Associate's)"
"2019/01/16 5:43:51 PM EST","4","3","-31","16","2","15","33","-86","-31","56","-51","302","19","Male","2-year college degree (Associate's)"
"2019/01/16 6:01:02 PM EST","3","3","-88","-16","1","16","-32","-84","-30","56","-51","36","39","Female","4-year college degree (Bachelor's)"
"2019/01/16 6:17:34 PM EST","6","2","-34","15","1","15","32","-25","-33","52","-15","302","","",""
"2019/01/16 6:25:46 PM EST","7","2","-80","32","1","15","34","-60","-33","52","-60","302","20","Male","High school/Secondary school/GED"
"2019/01/16 6:26:02 PM EST","6","3","-88","25","1","15","32","-88","-88","52","-60","302","15","Male","Grade school/Primary school"
"2019/01/16 6:49:36 PM EST","6","4","-88","52","1","48","42","-12","33","56","-33","60","16","nonbinary","High school/Secondary school/GED"
"2019/01/16 7:40:15 PM EST","4","2","-80","88","10","15","30","-88","-33","56","-50","300","22","Female (cis)","4-year college degree (Bachelor's)"
"2019/01/16 7:56:37 PM EST","8","3","-88","25","1","15","30","-54","-30","58","-50","300","50","Female","Master's degree"
"2019/01/16 8:04:14 PM EST","5","6","-88","35","1","88","34","16","15","16","-54","302","29","female","PhD or other advanced professional degree"
"2019/01/16 9:05:43 PM EST","10","9","-88","25","1","15","32","-68","-32","56","-50","302","26","female","Master's degree"
"2019/01/16 10:20:01 PM EST","6","6","-88","25","1","15","32","-84","-33","56","-50","302","16","Male","None / Don't know / Rather not say"
"2019/01/16 11:24:17 PM EST","7","5","","25","1","15","32","-84","-33","57","-51","302","52","male","4-year college degree (Bachelor's)"
"2019/01/17 12:05:08 AM EST","8","4","-90","50","1","16","60","-86","-16","80","-50","300","36","Male","Master's degree"
"2019/01/17 12:09:33 AM EST","8","5","30","30","1","15","33","84","16","52","54","302","21","Female","High school/Secondary school/GED"
"2019/01/17 12:34:56 AM EST","7","3","-88","","1","15","32","-84","-32","56","-50","300","42","Male","High school/Secondary school/GED"
"2019/01/17 12:46:32 AM EST","7","2","-86","25","1","15","10","-88","10","56","-51","33","35","Male","4-year college degree (Bachelor's)"
"2019/01/17 12:52:45 AM EST","6","3","-50","300","1","14","36","-80","-33","58","-50","300","31","","High school/Secondary school/GED"
"2019/01/17 12:58:04 AM EST","8","1","-30","40","1","30","32","-80","-33","56","-40","300","20","Female","High school/Secondary school/GED"
"2019/01/17 1:41:33 AM EST","6","9","","303","1","15","36","","33","56","","303","20","Female","High school/Secondary school/GED"
"2019/01/17 2:39:58 AM EST","5","3","","","1","15","32","-56","30","56","-50","302","24","Male","4-year college degree (Bachelor's)"
"2019/01/17 3:35:41 AM EST","8","6","-88","-21","4","15","14","-88","-35","60","-51","86","52","M","4-year college degree (Bachelor's)"
"2019/01/17 3:57:54 AM EST","8","4","-80","41","1","30","32","-83","-32","56","-50","302","35","male","PhD or other advanced professional degree"
"2019/01/17 5:41:17 AM EST","6","3","-10","25","1","25","30","-80","15","50","-50","300","20","male","Master's degree"
"2019/01/17 5:44:36 AM EST","6","3","-98","24","6","15","30","-84","-33","33","-50","302","23","Male","2-year college degree (Associate's)"
"2019/01/17 6:04:35 AM EST","6","5","80","25","1","15","33","84","","51","54","75","28","male","Master's degree"
"2019/01/17 6:10:36 AM EST","7","3","-51","88","1","15","40","-86","25","56","-25","302","27","Male","Master's degree"
"2019/01/17 6:57:38 AM EST","6","5","-88","+25","+1","+30","+32","-86","-77","+56","-51","+25","29","Male","Master's degree"
"2019/01/17 7:38:36 AM EST","7","3","-80","25","1","15","1","-88","-33","50","-51","302","29","","Master's degree"
"2019/01/17 9:14:06 AM EST","3","4","-88","33","1","24","23","-50","-20","51","-40","300","24","Male","4-year college degree (Bachelor's)"
"2019/01/17 10:48:34 AM EST","9","7","88","33","1","15","32","-84","-33","56","-51","400","34","   M","2-year college degree (Associate's)"
"2019/01/17 11:05:48 AM EST","8","4","-80","-25","1","30","30","-84","-10","55","-50","302","51","male","PhD or other advanced professional degree"
"2019/01/17 11:22:42 AM EST","8","3","-80","80","1","15","34","-84","-50","56","-58","304","","","High school/Secondary school/GED"
"2019/01/17 11:26:28 AM EST","7","5","-80","80","1","30","32","-80","-60","50","-50","80","21","",""
"2019/01/17 11:33:04 AM EST","4","7","-80","302","1","16","32","-80","-90","56","-50","+25","27","Male","High school/Secondary school/GED"
"2019/01/17 12:22:59 PM EST","7","7","-88","25","1","15","32","-20","-30","56","-50","0","56","f","4-year college degree (Bachelor's)"
"2019/01/17 12:41:50 PM EST","9","6","88","23","1","18","16","-83","33","56","13","15","29","Male","2-year college degree (Associate's)"
"2019/01/17 12:47:09 PM EST","4","7","-20","25","1","15","20","-302","-66","56","-50","66","19","Male","High school/Secondary school/GED"
"2019/01/17 12:59:09 PM EST","1","1","-88","50","1","25","25","-85","-50","50","-50","300","38","male",""
"2019/01/17 1:02:57 PM EST","8","3","-71","300","1","15","30","-30","+25","30","-51","450","36","Men","4-year college degree (Bachelor's)"
"2019/01/17 1:13:21 PM EST","9","7","-80","25","30","15","30","-84","30","56","-50","320","26","male","High school/Secondary school/GED"
"2019/01/17 1:27:03 PM EST","6","3","-56","20","1","25","35","-80","-12","56","-10","15","27","male","Master's degree"
"2019/01/17 1:50:11 PM EST","8","6","-88","25","1","15","30","-80","-30","51","-45","300","26","Male","High school/Secondary school/GED"
"2019/01/17 2:04:56 PM EST","4","8","-88","25","1","15","30","-88","-35","40","33","308","19","Male ","High school/Secondary school/GED"
"2019/01/17 2:06:10 PM EST","3","3","-88","60","1","16","36","-80","-11","56","-51","300","22","Male","4-year college degree (Bachelor's)"
"2019/01/17 2:23:14 PM EST","10","6","-86","40","1","15","33","-40","-30","56","-50","302","35","male","Master's degree"
"2019/01/17 3:04:44 PM EST","6","7","-88","15","1","15","30","-80","-30","53","-50","300","35","male","4-year college degree (Bachelor's)"
"2019/01/17 4:17:48 PM EST","4","6","88","8","1","15","5","-50","-50","70","-50","302","36","Male","4-year college degree (Bachelor's)"
"2019/01/17 4:47:45 PM EST","4","5","-88","-15","1","15","30","-86","-15","56","-50","302","31","male","Master's degree"
"2019/01/17 4:53:52 PM EST","4","3","50","50","1","33","33","-42","-33","56","-33","304","19","baguette","2-year college degree (Associate's)"
"2019/01/17 5:23:27 PM EST","7","2","-300","50","1","15","32","-300","-33","54","-52","300","38","Male","Master's degree"
"2019/01/17 5:31:08 PM EST","8","4","-40","30","1","50","32","-10","-15","56","-40","306","39","Female","Master's degree"
"2019/01/17 7:12:13 PM EST","6","5","-80","300","1","15","","-80","-80","53","-15","300","41","Male","4-year college degree (Bachelor's)"
"2019/01/17 8:36:50 PM EST","7","3","-30","15","0.6","8","40","20","20","40","-17","100","","",""
"2019/01/17 10:51:05 PM EST","8","5","-88","56","1","15","25","-95","-25","56","-60","302","24","Male","Master's degree"
"2019/01/18 12:14:20 AM EST","4","1","-51","-30","1","30","30","-83","10","56","-30","302","31","Male","Master's degree"
"2019/01/18 1:20:13 AM EST","9","4","-82","25","1","15","33","-50","-33","53","-40","302","19","Man","High school/Secondary school/GED"
"2019/01/18 1:42:26 AM EST","8","5","-88","50","1","30","32","-93","20","43","50","304","17","Male","Grade school/Primary school"
"2019/01/18 5:25:45 AM EST","6","5","-50","25","1","15","31","-68","0","56","52","302","","","Master's degree"
"2019/01/18 9:51:36 AM EST","7","3","-88","51","1","15","56","-84","-45","56","-51","302","27","male","4-year college degree (Bachelor's)"
"2019/01/18 11:16:41 AM EST","8","3","-88","-25","1","13","-30","-88","-30","83","-33","-25","","","Master's degree"
"2019/01/18 1:44:25 PM EST","8","3","-88","80","1","15","32","-30","15","56","-50","300","27","Male",""
"2019/01/18 2:22:48 PM EST","10","8","58","25","1","25","56","84","30","56","55","33","39","Male","Master's degree"
"2019/01/18 4:41:54 PM EST","7","2","-85","33","1","15","33","-82","","55","-60","406","14","Male","Grade school/Primary school"
"2019/01/18 5:31:52 PM EST","9","6","-88","88","1","24","35","23","15","56","","302","44","M","PhD or other advanced professional degree"
"2019/01/18 6:33:44 PM EST","3","6","28","45","20","15","15","38","56","85","-56","35","","","High school/Secondary school/GED"
"2019/01/18 7:24:55 PM EST","6","6","-80","25","1","15","32","-84","-20","54","-32","302","","",""
"2019/01/18 11:00:15 PM EST","3","4","-40","25","1","35","32","-80","15","56","-33","25","25","Male","Master's degree"
"2019/01/19 1:11:46 AM EST","7","8","-88","25","1","15","36","-84","-33","56","-50","+300","17","","High school/Secondary school/GED"
"2019/01/19 2:01:55 AM EST","7","7","-84","30","1","27","32","-84","-7","53","-40","304","46","male","Master's degree"
"2019/01/19 2:13:27 AM EST","8","4","88","30","1","13","33","64","33","51","51","33","37","F","PhD or other advanced professional degree"
"2019/01/19 4:32:46 AM EST","8","6","88","342","1","15","25","-80","32","80","-30","3","52","Male","PhD or other advanced professional degree"
"2019/01/19 5:19:10 AM EST","6","3","-30","56","1","50","32","-10","50","56","-51","302","22","Female","4-year college degree (Bachelor's)"
"2019/01/19 5:29:43 AM EST","3","7","-83","25","1","15","30","-32","33","50","-86","302","17","f","High school/Secondary school/GED"
"2019/01/19 5:44:59 AM EST","6","3","-88","31","1","16","32","-84","33","55","-51","302","21","Male","4-year college degree (Bachelor's)"
"2019/01/19 7:07:22 AM EST","8","3","-58","25","1","15","33","-64","-33","56","51","302","33","male","PhD or other advanced professional degree"
"2019/01/19 7:21:16 AM EST","8","4","-84","302","1","15","10","-80","15","90","-32","302","26","Male","Master's degree"
"2019/01/19 7:39:34 AM EST","","","-21","25","1","15","36","-88","-25","56","-32","-21","53","Male","PhD or other advanced professional degree"
"2019/01/19 8:52:47 AM EST","1","6","-88","25","1","15","20","-80","-40","54","-20","302","21","M","High school/Secondary school/GED"
"2019/01/19 5:58:11 PM EST","8","4","-80","25","2","15","31","-50","-33","53","-51","300","16","Woman","Grade school/Primary school"
"2019/01/19 7:23:50 PM EST","10","6","-88","36","2","15","32","40","12","52","42","88","21","Female","High school/Secondary school/GED"
"2019/01/19 8:19:14 PM EST","7","5","40","54","1","15","45","59","33","56","-50","16","13","female","High school/Secondary school/GED"
"2019/01/19 11:34:26 PM EST","8","7","-88","25","1","15","33","-54","33","56","54","302","21","Female","4-year college degree (Bachelor's)"
"2019/01/20 5:52:34 AM EST","7","4","15","25","1","32","32","25","-51","51","-52","302","22","Female","4-year college degree (Bachelor's)"
"2019/01/20 6:16:24 AM EST","6","3","-80","30","1","15","33","70","-30","56","50","30","33","M","High school/Secondary school/GED"
"2019/01/20 7:21:16 AM EST","5","6","-54","20","1","16","25","-84","12","54","-50","300","42","Male","Master's degree"
"2019/01/20 7:21:27 AM EST","10","7","-80","34","1","15","32","-84","-33","51","-50","302","46","Female","PhD or other advanced professional degree"
"2019/01/20 8:36:39 AM EST","3","3","40","200","1","15","15","80","-30","56","-20","306","31","female","4-year college degree (Bachelor's)"
"2019/01/20 9:56:16 AM EST","6","3","18","25","1","56","15","54","-33","56","-2","302","12","Male","Grade school/Primary school"
